symbol,price_date,open_price,high_price,low_price,close_price,volume
MSFT,2019-01-11,96.1214,96.3542,94.6775,95.7581,28314200
MSFT,2019-01-14,94.9197,95.8233,94.3236,95.0594,28437100
AAPL,2019-01-14,35.7609,35.8605,35.3745,35.5594,129756800
AMZN,2019-01-14,80.75,82.41,79.7575,80.8605,120118000
GOOGL,2019-01-14,52.2041,52.4573,51.9667,52.1134,28490000
AAPL,2019-01-15,35.6234,36.363,35.5712,36.2872,114843600
AMZN,2019-01-15,81.6,83.758,81.3005,83.728,119970000
GOOGL,2019-01-15,52.4355,53.9352,52.2586,53.848,37518000
MSFT,2019-01-15,95.4879,97.8539,94.9011,97.8167,31587600
MSFT,2019-01-16,98.0495,98.981,97.7701,98.1613,29853900
AAPL,2019-01-16,36.2895,36.9533,36.2706,36.7305,122278800
AMZN,2019-01-16,84.211,85.25,83.794,84.189,127338000
GOOGL,2019-01-16,54.021,54.6336,53.9224,53.9967,38280000
AAPL,2019-01-17,36.555,37.3753,36.3322,36.9486,119284800
AMZN,2019-01-17,84.0,85.0085,83.875,84.661,84178000
GOOGL,2019-01-17,53.9214,54.5513,53.6869,54.473,24896000
MSFT,2019-01-17,97.8073,99.3257,97.5838,98.8506,28393000
MSFT,2019-01-18,100.0989,100.5087,98.655,100.3317,37427600
AAPL,2019-01-18,37.3374,37.4274,36.977,37.1762,135004000
AMZN,2019-01-18,85.6,85.81,84.577,84.81,120410000
GOOGL,2019-01-18,54.9423,55.4087,54.4809,54.8784,44892000
AAPL,2019-01-22,37.0789,37.1548,36.1805,36.3417,121576000
AMZN,2019-01-22,84.05,84.0935,80.51,81.6085,128336000
GOOGL,2019-01-22,54.3183,54.4655,53.0739,53.4575,39632000
MSFT,2019-01-22,99.4375,99.7635,97.6769,98.4408,32371300
MSFT,2019-01-23,98.8506,99.7076,98.124,99.4002,25874300
AAPL,2019-01-23,36.5432,36.7779,35.9624,36.4887,92522400
AMZN,2019-01-23,82.8,82.8715,80.6,82.001,104504000
GOOGL,2019-01-23,53.8654,54.1672,52.9093,53.7439,25194000
AAPL,2019-01-24,36.5337,36.6214,35.9719,36.1995,101766000
AMZN,2019-01-24,82.0535,82.863,81.589,82.7465,81798000
GOOGL,2019-01-24,53.6498,53.9219,53.0308,53.7236,29114000
MSFT,2019-01-24,99.5399,99.6704,98.1241,98.9252,23164800
MSFT,2019-01-25,99.8939,100.4901,98.9252,99.8287,31225600
AAPL,2019-01-25,36.8585,37.4867,36.5835,37.399,134142000
AMZN,2019-01-25,83.525,84.174,83.0805,83.5285,98918000
GOOGL,2019-01-25,54.2306,54.6831,54.1102,54.5914,23260000
AAPL,2019-01-28,36.932,37.06,36.427,37.0529,104768400
AMZN,2019-01-28,82.1795,82.25,80.7045,81.8945,96754000
GOOGL,2019-01-28,54.0245,54.188,53.2582,53.5184,29334000
MSFT,2019-01-28,98.9811,99.186,97.4907,97.8819,29476700
MSFT,2019-01-29,97.6956,97.7794,95.1712,95.8885,31490500
AAPL,2019-01-29,37.041,37.4867,36.5337,36.6688,166348800
AMZN,2019-01-29,81.5635,81.619,79.536,79.694,92656000
GOOGL,2019-01-29,53.5769,53.7598,52.8325,53.0327,19704000
AAPL,2019-01-30,38.7005,39.3879,37.9845,39.1746,244439200
AMZN,2019-01-30,81.15,83.8475,80.984,83.5215,115676000
GOOGL,2019-01-30,53.3945,54.4928,53.3589,54.417,29452000
MSFT,2019-01-30,97.4534,99.0928,97.1833,99.0928,49471900
MSFT,2019-01-31,96.6896,98.0123,96.112,97.2764,55636400
AAPL,2019-01-31,39.3785,40.0636,39.011,39.4567,162958400
AMZN,2019-01-31,84.6425,86.8205,83.954,85.9365,218206000
GOOGL,2019-01-31,55.1232,55.8879,54.7768,55.7997,40232000
AAPL,2019-02-01,39.58,40.0588,39.3358,39.4757,130672400
AMZN,2019-02-01,81.944,83.653,81.1005,81.3115,230124000
GOOGL,2019-02-01,55.6213,56.2215,55.2228,55.4394,33116000
MSFT,2019-02-01,96.6709,96.969,95.3389,95.7394,35535700
MSFT,2019-02-04,95.8232,98.5526,95.7301,98.4966,31315100
AAPL,2019-02-04,39.6866,40.6942,39.6558,40.597,125982000
AMZN,2019-02-04,81.15,82.4815,80.675,81.6655,98582000
GOOGL,2019-02-04,55.4587,56.615,55.3844,56.5694,78408000
AAPL,2019-02-05,40.9786,41.5049,40.8577,41.2916,144406400
AMZN,2019-02-05,82.167,83.263,82.125,82.9405,89062000
GOOGL,2019-02-05,55.9851,57.1319,55.6862,57.0873,82296000
MSFT,2019-02-05,98.7947,99.9218,98.7016,99.8753,27325400
MSFT,2019-02-06,99.6703,99.6704,98.3011,98.7668,20609800
AAPL,2019-02-06,41.403,41.6211,40.9763,41.3058,112958400
AMZN,2019-02-06,83.5375,83.613,81.667,82.013,78798000
GOOGL,2019-02-06,56.9584,57.1929,55.4265,55.651,48256000
AAPL,2019-02-07,40.8696,41.2347,40.3812,40.5235,126966800
AMZN,2019-02-07,81.25,81.277,79.6455,80.7185,92532000
GOOGL,2019-02-07,55.1024,55.1108,54.1989,54.8095,38298000
MSFT,2019-02-07,97.9843,98.3569,97.146,98.0589,29760700
MSFT,2019-02-08,97.2391,98.5339,97.118,98.4315,21461100
AAPL,2019-02-08,40.233,40.6306,40.0973,40.5711,95280000
AMZN,2019-02-08,79.3,79.4295,78.338,79.411,113150000
GOOGL,2019-02-08,54.2628,54.7694,54.2311,54.6345,21766000
AAPL,2019-02-11,40.7235,40.7616,40.2949,40.3378,83973600
AMZN,2019-02-11,80.049,80.4645,79.3,79.55,66346000
GOOGL,2019-02-11,54.7024,55.1822,54.5166,54.6217,18498000
MSFT,2019-02-11,98.9252,99.2791,97.7794,98.0402,18914100
MSFT,2019-02-12,98.8692,99.8008,98.2545,99.5679,25056600
AAPL,2019-02-12,40.4973,40.7116,40.402,40.6854,89134000
AMZN,2019-02-12,80.2,81.97,79.944,81.9005,97172000
GOOGL,2019-02-12,55.0622,56.1451,55.0622,55.8835,35036000
AAPL,2019-02-13,40.8044,41.0639,40.4544,40.5163,89960800
AMZN,2019-02-13,82.35,82.819,81.8555,82.0,71206000
GOOGL,2019-02-13,56.1541,56.6403,55.8052,55.9355,28042000
MSFT,2019-02-13,100.1361,100.3969,99.4002,99.4933,18394900
MSFT,2019-02-14,99.0276,99.9405,98.4222,99.5772,21784700
AAPL,2019-02-14,40.4044,40.7734,40.3258,40.6639,87342800
AMZN,2019-02-14,81.225,81.895,80.303,81.1325,82410000
GOOGL,2019-02-14,55.7556,56.3072,55.3636,55.9638,21106000
AAPL,2019-02-15,40.7711,40.8782,40.414,40.5735,98507200
AMZN,2019-02-15,81.393,81.4455,80.225,80.3975,86878000
GOOGL,2019-02-15,56.4643,56.4643,55.3452,55.4895,27826000
MSFT,2019-02-15,100.518,100.8813,100.0057,100.8068,26606900
MSFT,2019-02-19,100.4062,101.2166,100.3969,100.7602,18038500
AAPL,2019-02-19,40.4044,40.8163,40.3521,40.6949,75891200
AMZN,2019-02-19,80.05,81.7,80.028,81.379,73634000
GOOGL,2019-02-19,55.3413,55.9856,55.3413,55.8304,21980000
AAPL,2019-02-20,40.7568,41.2639,40.7092,40.9568,104457600
AMZN,2019-02-20,81.5,81.7465,80.506,81.105,66752000
GOOGL,2019-02-20,55.9479,56.0495,55.0989,55.537,24090000
MSFT,2019-02-20,100.9005,100.9754,99.4318,100.2363,21607700
MSFT,2019-02-21,100.0025,102.416,99.9744,102.3505,29063200
AAPL,2019-02-21,40.902,41.0377,40.5449,40.7258,68998800
AMZN,2019-02-21,80.9925,81.178,80.0455,80.972,69668000
GOOGL,2019-02-21,55.4473,55.4657,54.4165,54.7252,33272000
AAPL,2019-02-22,40.8496,41.1877,40.802,41.1806,75652800
AMZN,2019-02-22,81.175,81.747,81.0585,81.578,61924000
GOOGL,2019-02-22,54.9973,55.3715,54.5414,55.3373,29436000
MSFT,2019-02-22,102.9492,104.025,102.734,103.8099,27763200
MSFT,2019-02-25,104.5489,104.9418,104.0812,104.3898,23750600
AAPL,2019-02-25,41.4639,41.871,41.4139,41.4806,87493600
AMZN,2019-02-25,82.0725,82.73,81.5195,81.65,63690000
GOOGL,2019-02-25,55.6035,55.7754,55.2159,55.3755,26208000
AAPL,2019-02-26,41.3567,41.7353,41.2282,41.5044,68280800
AMZN,2019-02-26,81.299,81.9995,80.8065,81.82,53316000
GOOGL,2019-02-26,55.2288,55.827,54.8486,55.6074,35026000
MSFT,2019-02-26,104.0812,105.9334,103.9969,105.1102,21536700
MSFT,2019-02-27,104.4834,105.1102,103.7257,104.9324,21487100
AAPL,2019-02-27,41.2377,41.6639,41.1234,41.6329,111341600
AMZN,2019-02-27,81.409,82.0905,80.755,82.0545,62976000
GOOGL,2019-02-27,55.2109,55.7918,54.9408,55.651,22092000
AAPL,2019-02-28,41.502,41.6424,41.1687,41.2234,112861600
AMZN,2019-02-28,81.7625,82.5885,81.6915,81.9915,60518000
GOOGL,2019-02-28,55.4582,56.2011,55.429,55.8324,27422000
MSFT,2019-02-28,104.8108,105.5966,104.5208,104.8015,29083900
MSFT,2019-03-01,105.606,105.7276,104.4647,105.2692,23501200
AAPL,2019-03-01,41.4925,41.6996,41.1615,41.6567,103544800
AMZN,2019-03-01,82.7565,83.713,82.55,83.5865,99498000
GOOGL,2019-03-01,56.053,56.9946,56.053,56.9213,34086000
AAPL,2019-03-04,41.8281,42.3186,41.4186,41.8662,109744800
AMZN,2019-03-04,84.25,85.4715,83.718,84.8085,123348000
GOOGL,2019-03-04,57.2206,57.7638,56.4123,57.1641,35490000
MSFT,2019-03-04,105.7276,105.9427,103.6508,105.0166,26608000
MSFT,2019-03-05,105.0073,105.1382,104.0531,104.4928,19538300
AAPL,2019-03-05,41.8877,41.902,41.5544,41.7901,78949600
AMZN,2019-03-05,85.1475,85.39,84.4505,84.6215,73630000
GOOGL,2019-03-05,57.292,58.3075,57.1443,57.9457,40094000
AAPL,2019-03-06,41.5853,41.7805,41.4115,41.5496,83241600
AMZN,2019-03-06,84.7985,84.8875,83.414,83.4475,79920000
GOOGL,2019-03-06,58.0731,58.2207,57.6414,57.7351,23602000
MSFT,2019-03-06,104.6518,105.3908,104.2402,104.5395,17687000
MSFT,2019-03-07,104.2121,104.3524,102.7808,103.2673,25339000
AAPL,2019-03-07,41.3948,41.5305,40.9544,41.0687,99185600
AMZN,2019-03-07,83.3685,83.4875,81.0255,81.2975,99140000
GOOGL,2019-03-07,57.515,57.6677,56.5838,57.0367,30086000
AAPL,2019-03-08,40.5497,41.2044,40.3544,41.1663,95997600
AMZN,2019-03-08,80.2005,81.136,79.3285,81.04,93340000
GOOGL,2019-03-08,56.1967,57.1656,56.0133,56.9931,23694000
MSFT,2019-03-08,102.1166,103.5666,101.7799,103.3795,22818400
MSFT,2019-03-11,103.8286,105.6621,103.8192,105.5499,26491600
AAPL,2019-03-11,41.7805,42.6448,41.7472,42.5924,128044000
AMZN,2019-03-11,81.306,83.6145,81.3005,83.531,77528000
GOOGL,2019-03-11,57.0937,58.477,57.0724,58.4448,30032000
AAPL,2019-03-12,42.8543,43.4899,42.7043,43.0709,129870400
AMZN,2019-03-12,83.45,84.2135,83.049,83.655,72290000
GOOGL,2019-03-12,58.5954,59.7556,58.5954,59.3363,42220000
MSFT,2019-03-12,105.5405,106.635,105.3815,106.2889,26132700
MSFT,2019-03-13,106.766,107.5798,106.4385,107.1121,35513800
AAPL,2019-03-13,43.3899,43.6399,43.0733,43.2614,124130000
AMZN,2019-03-13,84.15,85.0,83.9675,84.5405,71040000
GOOGL,2019-03-13,59.7665,59.8255,59.3691,59.4261,25888000
AAPL,2019-03-14,43.7828,43.8304,43.4637,43.7423,94318000
AMZN,2019-03-14,84.56,85.1,84.217,84.311,58932000
GOOGL,2019-03-14,59.4241,59.7056,59.038,59.1024,27302000
MSFT,2019-03-14,107.1495,107.7669,106.9531,107.1963,30763400
MSFT,2019-03-15,107.8979,109.6846,107.1963,108.4311,54681100
AAPL,2019-03-15,44.009,44.5994,43.7447,44.3113,156171600
AMZN,2019-03-15,85.15,85.94,84.6565,85.618,151018000
GOOGL,2019-03-15,59.3735,59.5579,58.8288,58.9919,51886000
AAPL,2019-03-18,44.2351,44.8518,44.2327,44.7637,104879200
AMZN,2019-03-18,85.635,87.5,85.6315,87.1075,108582000
GOOGL,2019-03-18,58.9617,59.2224,58.5548,58.9052,24442000
MSFT,2019-03-18,108.6743,110.0214,108.5621,109.984,31207600
MSFT,2019-03-19,110.4705,110.7978,109.4414,110.0589,37588700
AAPL,2019-03-19,44.8422,44.9946,44.2637,44.4089,126585600
AMZN,2019-03-19,87.6755,89.208,87.6755,88.0925,127284000
GOOGL,2019-03-19,59.0623,59.6416,58.9503,59.5946,29788000
AAPL,2019-03-20,44.3375,45.1136,43.9804,44.797,124140800
AMZN,2019-03-20,88.497,89.975,88.3515,89.8635,125312000
GOOGL,2019-03-20,59.542,60.959,59.4523,60.7825,41508000
MSFT,2019-03-20,109.8156,111.0878,109.1795,109.9373,28113300
MSFT,2019-03-21,109.5818,113.0243,109.535,112.463,29854400
AAPL,2019-03-21,45.2398,46.7421,45.1898,46.4469,204136800
AMZN,2019-03-21,89.813,91.1875,89.364,90.963,115356000
GOOGL,2019-03-21,60.4638,61.2786,60.2944,61.2633,28150000
AAPL,2019-03-22,46.5064,47.0659,45.4208,45.485,169630800
AMZN,2019-03-22,90.5085,90.949,88.1555,88.2385,127260000
GOOGL,2019-03-22,60.9025,61.1394,59.77,59.8518,34422000
MSFT,2019-03-22,111.7895,111.8737,109.4882,109.4976,33624500
MSFT,2019-03-25,109.0392,110.3956,108.8147,110.0682,27067100
AAPL,2019-03-25,45.5946,45.7065,44.4256,44.9351,175381200
AMZN,2019-03-25,87.8895,89.134,87.375,88.713,102076000
GOOGL,2019-03-25,59.4508,59.9405,58.977,59.3428,27576000
AAPL,2019-03-26,45.6303,45.9207,43.9447,44.4708,199202000
AMZN,2019-03-26,89.65,90.2885,88.668,89.188,97318000
GOOGL,2019-03-26,59.7299,59.8518,58.5687,58.9691,30752000
MSFT,2019-03-26,110.9663,111.0504,109.3105,110.3021,26097700
MSFT,2019-03-27,110.274,110.5827,108.0663,109.2356,22733400
AAPL,2019-03-27,44.9375,45.1779,44.4137,44.8708,119393600
AMZN,2019-03-27,89.2065,89.375,87.284,88.285,86496000
GOOGL,2019-03-27,59.0722,59.0722,57.6999,58.3828,29428000
AAPL,2019-03-28,44.9851,45.1303,44.647,44.9303,83121600
AMZN,2019-03-28,88.5,88.8965,87.6735,88.671,60860000
GOOGL,2019-03-28,58.2584,58.3451,57.6602,58.0983,22402000
MSFT,2019-03-28,109.8624,109.9934,108.6369,109.3853,18334800
MSFT,2019-03-29,110.4517,110.6856,109.4133,110.3301,25399800
AAPL,2019-03-29,45.1946,45.2541,44.8875,45.2231,94256000
AMZN,2019-03-29,89.329,89.643,88.8315,89.0375,66416000
GOOGL,2019-03-29,58.4904,58.6782,57.8064,58.3273,30890000
AAPL,2019-04-01,45.6255,45.635,44.8494,45.5303,111448000
AMZN,2019-04-01,90.0055,90.7835,89.9365,90.7095,84776000
GOOGL,2019-04-01,58.8551,59.4825,58.7966,59.4221,27706000
MSFT,2019-04-01,111.275,111.4246,110.4798,111.3405,22789100
MSFT,2019-04-02,111.3779,111.7708,110.8727,111.4995,18142300
AAPL,2019-04-02,45.4946,46.2969,45.485,46.1921,91062800
AMZN,2019-04-02,90.551,91.0,90.256,90.699,68962000
GOOGL,2019-04-02,59.4751,59.7606,59.0385,59.7472,18288000
AAPL,2019-04-03,46.0088,46.7826,45.985,46.5088,93087200
AMZN,2019-04-03,91.336,91.5,90.481,91.035,78522000
GOOGL,2019-04-03,60.1021,60.4936,59.7244,60.0084,22180000
MSFT,2019-04-03,112.1262,112.6595,111.462,112.2291,22860700
MSFT,2019-04-04,112.3508,112.4724,110.7417,111.6585,20112800
AAPL,2019-04-04,46.3755,46.7516,45.9826,46.5897,76457200
AMZN,2019-04-04,91.0325,91.4375,90.21,90.943,72478000
GOOGL,2019-04-04,60.0322,60.4911,59.9207,60.4366,21022000
AAPL,2019-04-05,46.7707,46.9254,46.6469,46.9016,74106400
AMZN,2019-04-05,91.45,91.929,91.2595,91.864,72810000
GOOGL,2019-04-05,60.4292,60.4832,59.9697,60.0401,20012000
MSFT,2019-04-05,111.6866,112.4724,111.6679,112.1543,15826200
MSFT,2019-04-08,112.0795,112.2759,110.985,112.1917,15116200
AAPL,2019-04-08,46.7635,47.6706,46.7445,47.6397,103526800
AMZN,2019-04-08,91.6615,92.51,91.2555,92.493,75056000
GOOGL,2019-04-08,60.0233,60.164,59.7056,59.883,21750000
AAPL,2019-04-09,47.692,48.2944,47.4325,47.4968,143072800
AMZN,2019-04-09,92.2745,92.6545,91.589,91.792,74288000
GOOGL,2019-04-09,59.5663,59.827,59.3924,59.606,19668000
MSFT,2019-04-09,110.9756,111.8269,110.9288,111.5837,17612000
MSFT,2019-04-10,112.0327,112.5846,111.8269,112.435,16477200
AAPL,2019-04-10,47.3016,47.792,47.1825,47.7635,86781200
AMZN,2019-04-10,92.05,92.4,91.4405,92.3665,59280000
GOOGL,2019-04-10,59.7249,59.9157,59.5054,59.7923,15510000
AAPL,2019-04-11,47.8182,47.8539,47.2444,47.3659,83603200
AMZN,2019-04-11,92.435,92.4975,92.0155,92.2035,53096000
GOOGL,2019-04-11,59.9137,60.104,59.6976,59.9479,16998000
MSFT,2019-04-11,112.7624,113.0524,112.1824,112.5659,14209100
MSFT,2019-04-12,112.8559,113.174,112.6033,113.1459,19745100
AAPL,2019-04-12,47.4254,47.6492,46.7135,47.3468,111042800
AMZN,2019-04-12,92.42,92.575,92.065,92.153,62288000
GOOGL,2019-04-12,60.2468,60.615,60.1313,60.5992,24312000
AAPL,2019-04-15,47.2778,47.5801,47.1421,47.4325,70146400
AMZN,2019-04-15,92.1,92.3425,90.945,92.2435,74488000
GOOGL,2019-04-15,60.6666,60.9248,60.1942,60.7875,23796000
MSFT,2019-04-15,113.1366,113.7353,112.7904,113.2395,15792600
MSFT,2019-04-16,113.7914,113.8007,112.3507,112.9775,14071800
AAPL,2019-04-16,47.4873,47.942,47.273,47.4373,102785600
AMZN,2019-04-16,92.5675,93.4885,92.4,93.152,60892000
GOOGL,2019-04-16,60.9595,61.2558,60.7136,61.0541,22622000
AAPL,2019-04-17,47.5063,48.4206,47.2849,48.361,115627200
AMZN,2019-04-17,93.6495,93.8235,93.022,93.241,57870000
GOOGL,2019-04-17,61.3064,61.7078,61.1032,61.462,30366000
MSFT,2019-04-17,113.4172,113.9879,112.7624,113.913,19300900
MSFT,2019-04-18,114.3059,115.5501,113.4733,115.4098,27991000
AAPL,2019-04-18,48.3587,48.6039,48.2158,48.5348,96783200
AMZN,2019-04-18,93.4395,93.541,92.974,93.0845,54998000
GOOGL,2019-04-18,61.7029,61.7495,61.4258,61.5279,24750000
AAPL,2019-04-22,48.2896,48.792,48.173,48.6944,77758000
AMZN,2019-04-22,92.77,94.421,92.282,94.3655,67476000
GOOGL,2019-04-22,61.29,62.1658,61.1265,62.137,19084000
MSFT,2019-04-22,114.7082,115.9991,114.6614,115.7746,15648700
MSFT,2019-04-23,116.0926,117.4772,115.8401,117.3462,24025500
AAPL,2019-04-23,48.6705,49.461,48.5444,49.3967,93292000
AMZN,2019-04-23,94.56,96.463,94.479,96.1885,92808000
GOOGL,2019-04-23,62.2798,63.1614,62.0483,62.9711,31868000
AAPL,2019-04-24,49.3681,49.6348,49.2943,49.3205,70162400
AMZN,2019-04-24,96.25,96.4845,94.908,95.0875,73516000
GOOGL,2019-04-24,62.9711,63.1401,62.4369,62.4488,23396000
MSFT,2019-04-24,117.6736,117.7298,116.4856,116.944,31257000
MSFT,2019-04-25,121.6681,122.8936,120.5175,120.8168,38033900
AAPL,2019-04-25,49.2419,49.4633,48.8348,48.8729,74172800
AMZN,2019-04-25,95.85,96.1225,95.0155,95.1125,121982000
GOOGL,2019-04-25,62.9567,63.0806,62.3472,62.8101,31344000
AAPL,2019-04-26,48.7824,48.8062,48.1206,48.6396,74596400
AMZN,2019-04-26,96.45,97.55,94.9,97.5315,168652000
GOOGL,2019-04-26,63.1094,63.3835,62.6941,63.3096,27228000
MSFT,2019-04-26,121.3313,122.0984,120.6952,121.509,23654900
MSFT,2019-04-29,121.5184,121.7804,121.0039,121.3968,16324200
AAPL,2019-04-29,48.6634,49.0372,48.5348,48.7134,88818800
AMZN,2019-04-29,97.45,97.817,96.7045,96.9215,80426000
GOOGL,2019-04-29,63.4628,64.2785,63.0266,64.2404,72368000
AAPL,2019-04-30,48.3444,48.4253,47.404,47.7754,186139600
AMZN,2019-04-30,96.505,96.7855,95.3475,96.326,70120000
GOOGL,2019-04-30,59.0083,59.5212,58.6301,59.4211,133178000
MSFT,2019-04-30,121.4343,122.2668,121.0413,122.1733,24166500
MSFT,2019-05-01,122.1078,122.22,119.4604,119.6288,26821700
AAPL,2019-05-01,49.9681,51.2609,49.8133,50.1205,259309200
AMZN,2019-05-01,96.6545,97.182,95.5275,95.576,62340000
GOOGL,2019-05-01,59.3487,59.4355,58.0691,58.1504,74340000
AAPL,2019-05-02,49.9585,50.6276,49.5514,49.7943,127985200
AMZN,2019-05-02,95.6665,96.0775,94.0935,95.041,79258000
GOOGL,2019-05-02,58.1147,58.4507,57.4075,57.8129,45098000
MSFT,2019-05-02,119.7223,119.741,117.421,118.0665,27350200
MSFT,2019-05-03,119.1423,121.0787,119.0394,120.5829,24911100
AAPL,2019-05-03,50.2085,50.4347,50.0514,50.4133,83569600
AMZN,2019-05-03,97.45,98.22,96.8,98.123,127632000
GOOGL,2019-05-03,58.3531,59.0464,58.1618,58.9547,41588000
AAPL,2019-05-06,48.6372,49.7205,48.4491,49.6348,129772400
AMZN,2019-05-06,95.899,97.95,95.525,97.5275,108356000
GOOGL,2019-05-06,58.085,59.2462,58.0433,59.1485,31774000
MSFT,2019-05-06,118.2349,120.2649,117.973,119.8813,24239800
MSFT,2019-05-07,118.3004,118.9739,116.2049,117.421,36017700
AAPL,2019-05-07,49.0158,49.3824,47.8134,48.2968,155054800
AMZN,2019-05-07,96.9995,97.455,95.169,96.05,118042000
GOOGL,2019-05-07,58.7694,59.2134,57.738,58.4249,36604000
AAPL,2019-05-08,48.0682,48.8872,48.0325,48.3063,105358000
AMZN,2019-05-08,95.9435,96.7685,95.5,95.8885,81572000
GOOGL,2019-05-08,58.3471,58.6931,57.8684,58.0245,25520000
MSFT,2019-05-08,117.3462,118.2162,116.7007,117.4117,28419000
MSFT,2019-05-09,116.2704,117.6736,115.5969,117.4023,27235800
AAPL,2019-05-09,47.7111,48.0158,46.8206,47.7873,139634400
AMZN,2019-05-09,95.0,95.47,93.8,94.9935,106166000
GOOGL,2019-05-09,57.6191,58.1875,57.2246,57.8852,29556000
AAPL,2019-05-10,47.1826,47.5244,46.0713,47.1253,164834800
AMZN,2019-05-10,94.9,95.1895,92.8,94.499,114360000
GOOGL,2019-05-10,57.9283,58.2971,56.8147,57.8689,31650000
MSFT,2019-05-10,116.8504,119.6755,115.8307,118.9272,30915100
MSFT,2019-05-13,116.102,117.4491,115.1011,115.3911,33944900
AAPL,2019-05-13,44.862,45.285,43.7004,44.3864,229722400
AMZN,2019-05-13,91.828,92.327,90.9,91.134,115668000
GOOGL,2019-05-13,56.7587,57.0922,55.7804,56.33,45626000
AAPL,2019-05-14,44.5513,45.3376,44.3123,45.089,146118800
AMZN,2019-05-14,91.975,92.622,90.7875,92.006,92582000
GOOGL,2019-05-14,56.614,56.7404,55.6827,55.7487,40392000
MSFT,2019-05-14,115.8775,117.7578,115.7185,116.682,25266300
MSFT,2019-05-15,116.6726,118.973,116.1468,118.3252,24722700
AAPL,2019-05-15,44.5178,45.8275,44.458,45.6291,106178800
AMZN,2019-05-15,91.3975,93.7215,91.15,93.5575,93852000
GOOGL,2019-05-15,55.6342,58.3972,55.5772,58.0255,59302000
AAPL,2019-05-16,45.3877,45.9996,45.132,45.4284,132125600
AMZN,2019-05-16,94.297,95.8755,94.1145,95.3785,94156000
GOOGL,2019-05-16,58.077,59.1832,57.909,58.7045,35308000
MSFT,2019-05-16,119.0106,121.48,118.7383,121.0575,30112200
MSFT,2019-05-17,120.4753,122.494,120.1091,120.25,25770500
AAPL,2019-05-17,44.6755,45.6243,44.6349,45.1703,131516400
AMZN,2019-05-17,94.6525,95.5265,93.3665,93.45,94732000
GOOGL,2019-05-17,58.2748,58.7932,57.8084,57.9254,25362000
AAPL,2019-05-20,43.8606,44.0589,43.0862,43.7578,154449200
AMZN,2019-05-20,92.6345,93.389,91.777,92.9485,75964000
GOOGL,2019-05-20,57.1433,57.1433,56.4068,56.73,30602000
MSFT,2019-05-20,118.7946,119.7993,118.081,118.5129,23706900
MSFT,2019-05-21,119.6491,119.7429,118.851,119.1514,15293300
AAPL,2019-05-21,44.2669,44.9313,44.1426,44.5967,113459200
AMZN,2019-05-21,93.7395,93.95,92.3,92.876,80102000
GOOGL,2019-05-21,57.2166,57.3911,56.6631,57.2147,20562000
AAPL,2019-05-22,44.133,44.384,43.6287,43.6837,118994400
AMZN,2019-05-22,92.589,93.5745,92.55,92.984,58732000
GOOGL,2019-05-22,57.0566,57.6776,57.0442,57.2845,18826000
MSFT,2019-05-22,118.8885,120.4096,118.7946,119.8744,15396500
MSFT,2019-05-23,118.4942,118.5787,117.1233,118.4754,23603800
AAPL,2019-05-23,42.9715,43.1484,42.4959,42.938,146118800
